ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6
21463,30000,2,2,2,29,2,2,2,2,2,0
21464,290000,2,2,1,29,2,0,0,0,0,0
21465,260000,2,1,2,29,2,0,0,-1,-1,-1
21466,250000,2,1,2,26,0,0,0,0,0,0
21467,120000,2,2,2,28,1,-2,-2,-2,-2,-2
21468,230000,2,1,2,26,0,0,0,0,0,0
21469,390000,2,1,2,27,0,0,0,0,0,0
21470,30000,2,2,1,28,-2,-2,-2,-2,-2,-2
21471,50000,2,2,2,26,1,2,2,2,2,-2
21472,180000,2,1,2,28,0,0,0,0,0,0
21473,500000,2,2,2,34,0,0,0,0,0,0
21474,50000,2,1,2,29,-1,-1,-2,-1,-1,-1
21475,80000,2,2,1,28,0,-1,-1,-1,-1,-1
21476,460000,2,2,1,28,0,0,0,-1,-1,-1
21477,150000,2,3,1,28,0,0,0,0,0,-2
21478,50000,2,2,1,27,0,0,0,0,0,0
21479,20000,2,1,2,27,-1,-1,-1,0,-1,-1
21480,350000,2,1,2,33,0,0,-1,-1,0,0
21481,20000,2,2,1,24,-1,4,4,3,4,3
21482,400000,2,1,2,29,-1,-1,-1,-1,-1,-1
21483,490000,2,2,2,35,0,0,0,0,-1,0
21484,280000,2,1,2,30,-1,-1,-1,-1,-1,-1
21485,50000,2,2,2,23,-1,0,0,0,0,0
21486,20000,2,2,1,24,2,2,0,0,0,0
21487,90000,2,1,2,27,0,0,2,0,0,0
21488,150000,2,1,2,29,-1,-1,-1,-1,-1,-1
21489,70000,2,1,2,28,0,0,0,0,0,0
21490,230000,2,1,2,30,-1,-1,-1,-1,-1,-1
21491,200000,2,2,2,29,-1,0,0,0,0,0
21492,500000,2,2,2,28,0,0,0,0,0,0
21493,160000,2,2,2,28,-2,-2,-1,2,-1,-1
21494,250000,2,2,1,29,-1,-1,-1,0,0,0
21495,60000,2,2,2,27,0,0,0,0,0,0
21496,180000,2,2,2,25,-1,-1,-2,-2,-1,0
21497,500000,2,1,1,34,0,0,0,0,0,0
21498,50000,2,2,1,25,1,3,2,2,0,0
21499,140000,2,2,1,30,-2,-2,-2,-2,-2,-2
21500,460000,2,1,2,28,0,0,0,0,-1,0
21501,160000,2,2,2,39,0,0,2,2,2,0
21502,50000,2,1,2,29,1,-2,-2,-2,-2,-1
21503,110000,2,1,2,26,0,0,0,0,0,0
21504,100000,2,2,2,24,0,0,0,0,0,0
21505,80000,2,1,2,29,0,0,0,0,0,2
21506,230000,2,1,2,27,-2,-2,-2,-2,-2,-2
21507,280000,2,2,1,38,0,0,0,0,0,-1
21508,20000,2,2,2,22,3,4,3,2,0,0
21509,30000,2,2,2,22,2,0,0,0,0,0
21510,30000,2,2,1,23,6,5,4,4,3,2
21511,30000,2,1,2,23,0,0,0,-1,0,0
21512,30000,2,2,2,23,2,-1,-1,-1,0,0
21513,110000,2,2,2,24,-1,0,0,0,0,0
21514,30000,2,2,2,25,2,2,0,0,0,0
21515,220000,2,2,2,25,0,0,0,0,0,0
21516,20000,2,2,2,26,1,-2,-1,0,0,0
21517,60000,2,2,2,26,2,2,2,2,2,2
21518,90000,2,3,1,48,-1,-1,-1,2,-1,0
21519,100000,2,1,2,30,0,0,2,0,0,0
21520,70000,2,2,1,33,0,0,0,0,0,0
21521,210000,2,2,2,28,0,0,0,0,0,0
21522,50000,2,2,2,22,0,0,0,0,0,0
21523,50000,2,1,2,22,1,2,0,0,0,0
21524,20000,2,2,2,22,-1,3,2,2,0,0
21525,130000,2,3,2,23,2,-1,0,0,0,0
21526,360000,2,1,1,44,1,-2,-2,-2,-2,-2
21527,200000,2,1,2,26,0,0,0,0,0,0
21528,130000,2,1,1,35,0,0,0,0,0,0
21529,100000,2,2,1,23,0,0,0,0,0,0
21530,80000,2,2,2,22,0,0,0,0,0,0
21531,60000,2,2,2,22,3,2,2,2,2,2
21532,50000,2,2,2,23,0,0,0,0,0,0
21533,10000,2,2,2,23,1,2,3,3,2,0
21534,30000,2,3,2,23,2,2,2,0,0,2
21535,50000,2,2,2,23,0,0,0,2,2,-2
21536,50000,2,1,2,22,2,2,-2,-2,-2,-2
21537,30000,2,2,2,22,-1,2,2,2,2,2
21538,50000,2,2,2,22,0,0,0,0,2,0
21539,70000,2,2,2,22,0,0,0,0,0,0
21540,20000,2,1,2,22,-1,2,2,2,0,0
21541,30000,2,2,2,22,0,0,0,0,0,0
21542,30000,2,2,2,24,0,0,0,0,0,-2
21543,80000,2,2,2,24,0,0,0,0,0,0
21544,130000,2,1,2,24,0,0,0,2,2,-1
21545,10000,2,2,2,23,-1,-1,-1,0,0,0
21546,70000,2,3,2,23,0,0,0,-1,0,0
21547,20000,2,2,2,21,0,0,0,0,0,0
21548,20000,2,2,2,22,1,-1,2,-1,0,0
21549,30000,2,2,2,22,2,2,2,2,2,2
21550,50000,2,3,2,22,-2,-2,-2,-2,-2,-2
21551,20000,2,2,2,24,-1,-1,-1,2,0,0
21552,60000,2,2,2,22,2,0,0,0,0,0
21553,50000,2,2,2,23,-1,-1,-1,-1,-1,-1
21554,20000,2,1,2,22,0,0,0,0,0,0
21555,30000,2,2,2,22,0,0,0,0,0,0
21556,20000,2,2,2,23,1,2,0,0,0,2
21557,10000,2,1,2,23,2,0,0,0,0,2
21558,50000,2,1,2,22,0,0,0,0,0,0
21559,70000,2,1,1,22,0,0,0,0,2,0
21560,20000,2,3,0,23,0,0,0,0,0,0
21561,50000,2,2,2,23,1,-1,0,0,0,0
21562,30000,2,2,1,23,2,0,0,0,0,0
21563,50000,2,2,2,22,0,0,0,0,0,0
21564,30000,2,3,2,23,3,2,0,0,0,0
21565,80000,2,2,2,23,1,2,2,2,2,2
21566,50000,2,3,2,23,0,0,0,0,0,0
21567,20000,2,1,2,24,-1,0,0,0,0,0
21568,30000,2,1,2,25,0,0,0,0,0,0
21569,80000,2,1,2,25,2,0,0,0,0,0
21570,140000,2,1,2,25,-1,-1,-1,-1,-1,-1
21571,210000,2,2,2,26,-1,0,0,0,0,0
21572,200000,2,1,2,26,0,0,0,0,0,0
21573,20000,2,2,2,22,1,2,2,2,0,0
21574,30000,2,2,1,22,2,2,2,0,0,0
21575,150000,2,3,2,23,0,0,0,0,0,0
21576,60000,2,1,2,24,0,0,0,0,0,0
21577,20000,2,2,2,21,0,0,0,0,0,0
21578,150000,2,1,2,25,0,0,0,0,0,0
21579,70000,2,1,2,25,-1,-1,-1,-1,-2,-1
21580,60000,2,2,1,30,0,0,0,0,0,0
21581,30000,2,3,1,23,1,2,0,0,0,2
21582,330000,2,2,2,31,0,0,0,0,0,0
21583,20000,2,3,2,22,3,2,2,4,4,4
21584,180000,2,2,1,35,-1,-1,0,0,0,0
21585,20000,2,1,2,23,0,0,0,0,2,0
21586,130000,2,2,2,24,0,0,0,-1,-1,-2
21587,30000,2,2,2,25,0,0,0,0,0,0
21588,30000,2,2,2,22,0,0,2,0,0,0
21589,500000,2,1,2,37,-2,-2,-2,-2,-2,-2
21590,450000,2,1,1,38,0,0,0,0,0,0
21591,50000,2,2,2,22,0,0,0,0,-1,0
21592,60000,2,2,2,24,0,0,0,-1,-1,-1
21593,130000,2,2,2,22,1,-2,-1,2,2,-2
21594,280000,2,2,2,25,0,0,0,0,0,0
21595,100000,2,2,1,26,0,0,0,0,0,0
21596,60000,2,1,2,24,0,0,0,0,0,0
21597,80000,2,1,2,25,-1,-1,-1,-2,-1,-1
21598,130000,2,1,2,27,1,-1,0,-1,-1,0
21599,30000,2,2,2,21,0,0,0,0,0,0
21600,50000,2,2,2,22,1,2,2,2,0,0
21601,50000,2,2,2,23,0,0,-2,-2,-2,-2
21602,50000,2,3,2,23,2,2,0,0,0,2
21603,90000,2,2,2,23,0,0,0,0,0,0
21604,70000,2,1,2,23,-2,-2,-1,0,0,0
21605,110000,2,2,2,25,0,0,0,0,0,0
21606,80000,2,2,2,25,0,0,0,0,0,0
21607,50000,2,3,2,23,0,0,0,0,0,0
21608,130000,2,2,2,23,-1,0,-1,-1,-1,-1
21609,130000,2,1,2,24,-1,-1,-1,-2,-2,-1
21610,60000,2,2,2,24,0,0,0,0,0,0
21611,140000,2,3,2,24,-2,-2,-2,-2,-2,-2
21612,110000,2,2,2,24,1,2,0,0,0,0
21613,100000,2,2,2,24,1,2,0,0,0,2
21614,20000,2,2,1,24,0,0,0,0,-1,0
21615,90000,2,2,2,24,0,0,0,0,0,0
21616,50000,2,2,1,24,0,0,0,0,0,0
21617,30000,2,2,2,24,-1,0,0,0,0,0
21618,130000,2,2,1,23,-1,-1,-1,-1,-1,-1
21619,50000,2,2,2,26,-1,-1,-1,-1,-1,-1
21620,80000,2,2,1,23,0,0,0,0,0,0
21621,50000,2,2,2,23,0,0,0,0,0,-1
21622,130000,2,1,2,24,0,0,0,0,0,0
21623,20000,2,1,2,24,-1,-1,-1,-1,0,-1
21624,120000,2,1,2,24,-2,-2,-2,-2,-2,-2
21625,20000,2,2,2,24,1,2,3,2,-1,0
21626,80000,2,2,2,24,0,0,0,0,0,-1
21627,50000,2,1,2,24,0,0,0,0,0,0
21628,100000,2,1,2,24,0,0,0,0,0,0
21629,70000,2,2,2,24,0,0,0,0,2,0
21630,90000,2,2,1,25,-1,-1,0,0,0,0
21631,280000,2,2,2,25,1,2,-1,-1,-1,-1
21632,400000,2,1,2,26,-1,0,0,0,0,0
21633,130000,2,3,2,26,0,0,0,0,0,0
21634,30000,2,5,2,22,0,0,0,0,0,-2
21635,50000,2,3,2,23,2,0,0,2,0,0
21636,80000,2,2,2,23,1,2,2,2,2,2
21637,50000,2,3,2,22,2,2,2,0,0,0
21638,10000,2,1,2,23,1,2,2,-1,-1,-2
21639,90000,2,2,2,24,0,0,0,0,0,2
21640,50000,2,1,2,24,3,2,2,2,0,0
21641,100000,2,2,2,24,-1,-1,-2,-2,-1,-1
21642,90000,2,2,1,25,2,0,0,0,0,0
21643,100000,2,1,2,25,0,0,0,0,0,0
21644,310000,2,1,2,26,-2,-2,-2,-2,-2,-2
21645,210000,2,1,2,26,1,2,0,0,0,0
21646,340000,2,2,2,25,-2,-2,-2,-2,-2,-2
21647,30000,2,2,1,25,2,0,0,0,0,0
21648,70000,2,2,2,25,2,2,2,2,2,2
21649,450000,2,1,2,25,-2,-2,-2,-2,-2,-2
21650,110000,2,1,2,26,0,0,0,0,0,0
21651,30000,2,2,1,26,-1,-1,-1,-1,-1,-1
21652,10000,2,2,2,26,1,2,2,2,2,2
21653,50000,2,1,2,26,0,0,0,0,0,0
21654,120000,2,1,2,27,-1,-1,0,0,0,0
21655,210000,2,1,2,27,0,0,0,0,0,0
21656,260000,2,2,2,27,-2,-2,-2,-2,-2,-2
21657,300000,2,1,2,27,0,0,0,0,0,0
21658,160000,2,1,2,27,0,0,0,0,0,0
21659,30000,2,2,2,27,0,0,0,0,2,2
21660,120000,2,2,1,22,2,2,0,0,0,0
21661,70000,2,2,2,23,0,0,0,0,0,0
21662,90000,2,1,2,23,-1,-1,-2,-1,-1,-1
21663,60000,2,2,2,24,0,0,0,0,0,0
21664,60000,2,1,2,24,0,0,0,0,0,0
21665,50000,2,1,2,22,0,0,0,0,0,0
21666,100000,2,1,2,23,-1,-1,-1,0,-1,-1
21667,50000,2,2,1,24,0,0,0,0,0,0
21668,20000,2,2,2,24,3,2,2,2,2,2
21669,80000,2,1,2,24,0,0,0,0,0,0
21670,300000,2,5,2,26,0,0,0,0,-2,-2
21671,100000,2,2,2,23,-1,-1,-1,0,-1,-1
21672,140000,2,2,2,25,0,0,-1,-1,-1,0
21673,80000,2,2,2,23,2,0,0,0,0,0
21674,60000,2,3,2,23,0,0,0,0,0,0
21675,230000,2,2,2,23,1,-1,-1,-1,-1,-1
21676,120000,2,2,2,25,0,0,2,0,0,2
21677,50000,2,1,2,23,0,0,0,2,0,0
21678,60000,2,1,2,24,0,0,0,0,0,0
21679,50000,2,2,2,24,-2,-2,-2,-1,0,0
21680,210000,2,2,1,25,0,0,0,0,0,0
21681,90000,2,2,2,23,0,0,0,0,0,0
21682,20000,2,1,2,24,0,0,0,0,0,0
21683,130000,2,2,2,22,0,0,0,0,0,0
21684,20000,2,2,2,22,0,0,0,0,0,0
21685,90000,2,2,2,24,0,0,0,0,0,0
21686,30000,2,1,2,23,-1,-1,-1,-1,-1,0
21687,30000,2,2,1,23,0,0,0,0,0,0
21688,150000,2,2,2,24,1,-2,-2,-2,-1,-1
21689,20000,2,1,2,24,0,0,0,0,0,0
21690,80000,2,3,1,25,0,0,0,0,0,0
21691,40000,2,2,2,25,0,0,0,2,0,0
21692,240000,2,1,2,27,-2,-1,-1,-1,-1,-2
21693,100000,2,5,2,27,0,0,0,0,0,0
21694,100000,2,1,2,30,1,-2,-2,-2,-2,-2
21695,150000,2,3,2,25,-2,-2,-2,-2,-2,-2
21696,270000,2,2,2,25,0,0,0,0,0,0
21697,400000,2,2,2,24,0,0,0,0,0,0
21698,50000,2,1,2,25,0,0,0,0,0,0
21699,80000,2,1,2,25,-1,2,2,-2,-2,-2
21700,20000,2,2,2,25,0,0,0,0,0,0
21701,240000,2,3,2,25,0,-1,-1,-1,-1,-1
21702,70000,2,2,2,25,2,0,0,0,2,2
21703,50000,2,2,2,26,2,0,0,0,0,0
21704,70000,2,1,2,23,0,0,0,0,0,0
21705,170000,2,5,2,24,-2,-2,-1,-1,0,0
21706,110000,2,3,2,26,1,3,2,0,0,0
21707,100000,2,1,1,26,0,0,0,0,0,0
21708,10000,2,1,2,23,3,2,2,0,0,0
21709,230000,2,2,2,23,1,3,2,2,2,2
21710,230000,2,2,2,23,-1,-1,-1,-1,-1,0
21711,60000,2,2,1,23,0,0,0,-1,-1,-1
21712,50000,2,3,2,23,0,0,0,0,0,2
21713,110000,2,1,2,23,0,0,0,0,0,0
21714,180000,2,3,2,42,0,0,0,0,0,0
21715,80000,2,2,2,24,-1,-1,0,-1,-1,-1
21716,30000,2,2,2,24,1,2,2,2,2,2
21717,50000,2,3,2,24,1,2,0,0,0,0
21718,190000,2,1,2,26,1,-1,0,0,0,0
21719,120000,2,2,2,26,0,0,0,0,0,2
21720,30000,2,2,1,21,0,0,0,0,0,0
21721,20000,2,2,2,21,0,0,0,0,0,0
21722,60000,2,1,2,22,0,0,0,0,0,0
21723,20000,2,1,2,22,0,0,0,0,0,0
21724,50000,2,2,2,23,0,0,0,0,-1,0
21725,30000,2,3,2,26,2,3,2,0,0,0
21726,150000,2,2,2,27,0,0,0,0,0,0
21727,50000,2,1,2,22,2,2,0,0,0,0
21728,210000,2,2,2,26,0,0,0,0,0,0
21729,130000,2,3,1,25,0,0,0,0,0,-1
21730,50000,2,2,1,26,1,-2,-2,-2,-2,-2
21731,200000,2,1,2,26,-1,0,0,0,0,0
21732,180000,2,1,1,26,-1,-1,-1,-1,-1,-1
21733,190000,2,1,2,26,0,0,0,0,0,0
21734,160000,2,3,2,24,0,0,0,0,0,0
21735,130000,2,1,2,23,-1,-1,-1,-1,-1,0
21736,50000,2,1,2,23,-2,-2,-2,-2,-2,-2
21737,30000,2,3,1,21,0,0,0,0,2,0
21738,20000,2,1,2,23,-1,0,0,0,0,0
21739,110000,2,2,2,23,0,0,0,0,0,0
21740,50000,2,3,2,24,2,0,0,0,0,0
21741,50000,2,1,2,24,2,2,2,2,0,0
21742,80000,2,2,2,23,0,0,-1,0,0,0
21743,20000,2,2,1,24,0,0,2,0,0,2
21744,20000,2,2,1,24,0,0,0,-1,-1,-1
21745,150000,2,1,2,23,-2,-2,-2,-2,-2,-2
21746,50000,2,1,2,23,0,0,0,0,0,0
21747,20000,2,1,2,24,0,0,2,-1,-1,0
21748,130000,2,1,1,23,1,2,-1,-1,-1,-1
21749,130000,2,2,2,25,-1,-1,-1,-1,-1,-1
21750,60000,2,2,2,24,0,0,0,0,0,0
21751,110000,2,2,2,24,0,0,-1,-1,-1,-1
21752,80000,2,2,2,22,1,2,2,-2,-2,-2
21753,50000,2,1,2,24,0,0,0,0,0,0
21754,80000,2,2,2,24,0,0,0,0,0,0
21755,150000,2,1,2,24,-2,-2,-2,-2,-2,-2
21756,50000,2,1,2,24,1,2,2,0,0,2
21757,270000,2,2,1,25,0,0,0,0,0,0
21758,180000,2,1,2,23,0,0,0,0,0,0
21759,80000,2,1,2,24,-2,-2,-2,-2,-2,-2
21760,50000,2,2,2,24,0,0,0,0,0,0
21761,210000,2,2,2,24,-1,-1,-1,-1,-1,-2
21762,90000,2,2,2,24,0,0,0,0,0,2
21763,130000,2,1,2,24,0,-1,-1,2,0,0
21764,60000,2,2,2,24,-2,-2,-2,-2,-2,-2
21765,320000,2,1,2,24,0,0,0,0,0,0
21766,130000,2,1,2,25,1,-1,-1,-1,-1,-1
21767,180000,2,2,2,25,0,0,0,0,0,0
21768,100000,2,3,2,25,0,0,0,0,0,0
21769,80000,2,2,2,25,-2,-2,-2,-2,-2,-2
21770,90000,2,4,2,25,-1,-1,-1,-1,-2,-2
21771,310000,2,1,2,25,0,0,0,0,0,0
21772,360000,2,2,2,25,2,2,-2,-2,-2,-2
21773,180000,2,1,2,26,0,0,0,0,0,0
21774,40000,2,1,2,24,-2,-2,-2,-2,-2,-2
21775,20000,2,1,2,24,2,-1,2,0,0,0
21776,90000,2,2,1,24,0,0,0,0,0,2
21777,210000,2,2,2,25,-1,-1,-1,0,0,0
21778,180000,2,2,2,25,0,0,0,-2,-1,0
21779,220000,2,2,2,25,0,0,0,0,0,2
21780,150000,2,1,2,25,0,0,0,0,0,0
21781,50000,2,2,2,25,0,0,0,0,-2,-2
21782,20000,2,1,2,25,1,-1,-1,-2,-1,0
21783,130000,2,1,2,25,0,0,0,0,0,0
21784,200000,2,1,2,25,0,-1,-1,-1,-2,-2
21785,320000,2,3,2,25,0,0,0,0,0,0
21786,90000,2,2,2,25,1,-2,-2,-2,-2,-2
21787,160000,2,2,1,25,-1,-1,-1,-1,0,0
21788,210000,2,1,1,26,1,2,-1,-1,-1,2
21789,360000,2,1,2,26,-2,-2,-2,-2,-2,-2
21790,220000,2,2,2,26,2,2,2,2,0,0
21791,200000,2,1,2,25,1,-2,-2,-2,-2,-1
21792,60000,2,4,2,27,0,0,0,0,0,0
21793,30000,2,2,2,24,0,0,0,0,0,0
21794,50000,2,3,1,24,0,0,0,0,0,0
21795,90000,2,1,2,25,0,0,0,0,0,0
21796,110000,2,2,2,25,0,0,0,0,0,0
21797,140000,2,2,2,25,0,0,0,0,0,0
21798,200000,2,2,2,25,-1,-1,-1,-1,-1,-1
21799,30000,2,2,2,25,0,0,0,0,0,0
21800,50000,2,1,2,25,-1,-1,-1,-1,-1,-1
21801,50000,2,1,2,25,2,2,3,2,2,2
21802,50000,2,1,2,25,0,0,-1,0,0,0
21803,80000,2,3,1,24,-1,-1,-1,2,-1,-1
21804,240000,2,4,2,25,0,0,0,0,0,0
21805,120000,2,3,2,25,0,0,0,0,0,0
21806,200000,2,1,2,26,-2,-2,-2,-2,-2,-2
21807,140000,2,1,2,26,0,0,-2,-2,-2,-2
21808,360000,2,2,2,26,0,0,0,0,0,0
21809,70000,2,2,1,26,0,0,0,0,0,0
21810,170000,2,2,2,26,2,0,0,0,2,0
21811,140000,2,3,2,26,2,0,0,0,0,0
21812,20000,2,2,2,24,3,2,3,2,3,2
21813,50000,2,1,2,24,0,0,0,0,0,2
21814,110000,2,1,2,25,0,0,0,0,0,0
21815,180000,2,2,2,26,1,-2,-1,-1,-2,-2
21816,90000,2,2,2,25,2,0,0,0,0,0
21817,120000,2,1,2,26,0,0,0,0,0,0
21818,140000,2,1,2,26,0,0,0,0,0,0
21819,290000,2,2,1,26,0,0,0,0,0,0
21820,310000,2,1,2,26,0,0,2,2,-1,2
21821,30000,2,1,2,27,0,0,0,0,0,0
21822,200000,2,1,1,25,-1,-1,-2,-2,-2,-2
21823,180000,2,3,2,26,-1,2,-1,2,2,-2
21824,120000,2,2,1,24,0,0,0,0,0,0
21825,290000,2,1,2,25,-1,-1,-1,0,0,0
21826,90000,2,3,2,26,0,0,0,0,0,0
21827,260000,2,1,2,26,0,0,0,0,0,0
21828,230000,2,1,2,26,-2,-1,-1,0,0,0
21829,270000,2,1,2,27,-1,-1,2,2,-1,-1
21830,280000,2,2,2,29,-1,-1,-1,-1,-1,0
21831,110000,2,2,2,27,1,-2,-2,-2,-2,-2
21832,60000,2,1,2,27,-1,-1,2,0,0,0
21833,70000,2,1,2,27,0,0,0,0,0,0
21834,100000,2,2,1,27,2,0,0,0,0,2
21835,140000,2,2,1,27,0,0,0,0,0,0
21836,50000,2,2,1,22,0,0,0,0,0,0
21837,80000,2,1,2,23,0,0,0,0,0,0
21838,40000,2,5,1,24,0,0,0,0,0,0
21839,140000,2,2,2,24,0,0,0,0,0,0
21840,200000,2,2,2,24,0,0,0,0,0,-2
21841,50000,2,2,2,24,1,2,3,2,2,2
21842,80000,2,2,2,24,0,0,0,0,-1,-1
21843,270000,2,2,1,26,0,0,0,0,0,-1
21844,70000,2,2,1,27,0,0,0,0,0,0
21845,200000,2,1,2,25,0,0,0,-1,0,0
21846,170000,2,2,2,25,0,0,0,0,0,0
21847,420000,2,2,2,25,0,0,0,0,0,0
21848,50000,2,1,2,26,2,0,0,2,2,2
21849,140000,2,2,2,27,0,0,0,0,0,0
21850,130000,2,1,2,27,-1,0,0,0,0,0
21851,270000,2,1,2,27,-1,-1,-1,0,0,0
21852,80000,2,5,2,27,0,0,0,0,0,0
21853,160000,2,2,1,26,1,2,0,0,0,2
21854,130000,2,2,2,26,0,0,0,0,-1,0
21855,160000,2,2,2,27,0,0,0,0,0,0
21856,180000,2,2,2,27,0,0,0,0,0,0
21857,180000,2,1,2,27,1,-1,-1,-1,-1,-1
21858,210000,2,3,1,27,0,0,-2,-1,-1,-2
21859,150000,2,3,2,26,0,0,0,0,0,0
21860,360000,2,1,1,26,-2,-2,-2,-2,-2,-2
21861,470000,2,2,2,26,0,0,0,0,0,0
21862,40000,2,1,2,27,0,0,0,-1,0,0
21863,200000,2,1,2,27,0,0,0,0,0,0
21864,150000,2,1,2,27,0,-1,0,-1,-1,-1
21865,90000,2,2,2,25,0,0,0,0,0,2
21866,60000,2,2,2,26,1,2,0,0,-2,-2
21867,80000,2,1,2,26,-1,-1,-1,-1,-2,-1
21868,160000,2,1,2,26,0,0,2,0,0,0
21869,130000,2,1,2,27,1,-2,-1,2,2,-1
21870,70000,2,3,2,26,0,0,0,0,0,0
21871,170000,2,2,2,24,-1,-1,-1,-1,0,-1
21872,50000,2,2,2,25,0,0,0,-1,0,-1
21873,100000,2,1,1,25,0,0,-1,0,0,0
21874,130000,2,1,2,27,1,-2,-2,-2,-2,-2
21875,60000,2,2,2,23,0,0,0,0,0,0
21876,290000,2,2,2,25,0,0,0,0,0,0
21877,50000,2,2,1,26,1,-1,2,2,-2,-2
21878,140000,2,1,2,24,0,0,0,0,0,0
21879,120000,2,1,2,24,0,0,0,0,-1,-1
21880,190000,2,2,2,26,0,0,2,0,0,0
21881,30000,2,2,2,22,2,-1,-1,-1,-1,-1
21882,160000,2,3,2,26,-1,-1,-1,-1,-1,-1
21883,230000,2,4,2,26,1,-1,2,-1,-1,-1
21884,130000,2,3,2,27,0,0,0,0,0,0
21885,340000,2,1,2,27,0,0,0,0,0,0
21886,230000,2,1,2,28,2,0,0,0,0,0
21887,90000,2,1,2,25,0,0,0,0,0,0
21888,300000,2,2,2,26,0,0,0,0,0,0
21889,110000,2,2,2,25,0,0,0,0,0,0
21890,140000,2,1,2,25,0,0,0,0,0,0
21891,180000,2,2,2,26,0,0,0,0,0,0
21892,70000,2,1,2,26,1,2,2,2,2,2
21893,180000,2,2,1,27,0,0,0,0,0,0
21894,150000,2,2,2,27,-1,-1,-1,-1,-1,0
21895,30000,2,2,1,27,0,0,2,0,0,0
21896,230000,2,2,2,25,0,-1,2,0,0,0
21897,180000,2,2,1,27,1,-1,-1,-1,-1,-1
21898,150000,2,2,2,27,0,0,0,0,0,0
21899,40000,2,1,2,27,0,0,0,0,0,0
21900,40000,2,1,2,27,0,0,0,2,2,2
21901,120000,2,2,2,27,2,2,2,2,0,0
21902,140000,2,1,2,27,0,0,0,0,0,0
21903,80000,2,1,1,27,-1,-1,-1,-1,-2,-2
21904,420000,2,1,2,27,-1,-1,-1,-1,0,0
21905,180000,2,3,2,27,-1,-1,-1,-1,-1,-1
21906,90000,2,2,1,27,0,0,0,0,0,0
21907,330000,2,2,1,27,-2,-2,-2,-2,-2,-1
21908,260000,2,2,1,27,0,0,0,0,0,0
21909,200000,2,2,2,27,-1,-1,-1,-1,-1,-1
21910,30000,2,2,2,23,0,0,0,0,2,0
21911,300000,2,2,2,24,0,0,0,0,0,0
21912,130000,2,1,2,24,0,0,2,0,-1,-1
21913,30000,2,2,2,22,-1,0,-1,-1,-1,-1
21914,30000,2,2,2,23,1,2,2,2,2,2
21915,130000,2,1,2,23,0,0,0,0,0,0
21916,190000,2,2,2,28,0,0,0,0,0,2
21917,230000,2,2,2,23,3,2,2,-1,-1,-2
21918,50000,2,2,2,24,-1,0,-1,2,2,-2
21919,70000,2,2,1,24,0,0,0,0,0,0
21920,50000,2,2,1,25,0,0,0,0,0,0
21921,60000,2,1,2,24,0,-1,0,0,-1,-1
21922,150000,2,2,2,25,-2,-2,-2,-2,-2,-2
21923,240000,2,2,1,27,0,0,0,0,0,0
21924,110000,2,2,2,25,0,0,0,0,0,0
21925,110000,2,2,1,26,0,0,0,0,0,0
21926,50000,2,2,2,25,0,0,0,0,0,0
21927,210000,2,1,2,29,-2,-2,-2,-2,-2,-2
21928,160000,2,1,2,28,-1,-1,-1,-1,-1,-1
21929,120000,2,1,2,29,0,0,0,0,0,0
21930,130000,2,5,1,27,0,0,0,0,0,0
21931,170000,2,2,2,27,0,0,0,0,0,2
21932,120000,2,1,2,27,0,0,0,0,0,0
21933,170000,2,1,2,27,1,-2,-2,-2,-2,-2
21934,290000,2,2,2,27,0,0,0,0,0,0
21935,70000,2,1,2,27,-1,-1,-1,-1,-1,-1
21936,140000,2,2,2,27,0,0,0,0,0,0
21937,180000,2,1,2,27,1,2,2,2,0,0
21938,200000,2,1,2,27,-1,-1,-2,-1,-1,-2
21939,90000,2,2,2,27,0,0,2,0,0,0
21940,80000,2,2,2,27,0,0,0,-1,-1,-1
21941,130000,2,1,1,27,-1,-1,-1,-1,-1,-1
21942,20000,2,2,1,27,-1,-1,2,0,0,0
21943,200000,2,1,2,27,-2,-2,-2,-2,-2,-2
21944,200000,2,2,2,27,-1,-1,-1,0,-1,-1
21945,120000,2,2,2,27,1,-2,-1,-1,-2,-2
21946,60000,2,3,1,28,0,-1,-1,-1,-1,0
21947,340000,2,3,2,28,0,0,0,0,0,0
21948,150000,2,1,2,28,-1,2,-1,2,0,-1
21949,160000,2,3,2,28,-1,-1,-1,-1,-1,-1
21950,200000,2,1,2,28,0,0,0,0,0,0
21951,50000,2,3,1,28,0,0,2,2,0,0
21952,170000,2,1,2,27,-2,-2,-2,-2,-2,-2
21953,280000,2,2,1,27,0,0,2,2,2,2
21954,270000,2,1,2,26,0,0,0,0,0,0
21955,120000,2,2,2,27,-1,-1,-1,2,-1,-1
21956,280000,2,1,2,27,-1,-1,-1,-1,-1,-1
21957,50000,2,1,2,27,0,0,0,0,0,0
21958,200000,2,1,2,28,-2,-2,-2,-2,-2,-2
21959,50000,2,2,1,27,0,0,0,0,0,0
21960,150000,2,1,2,28,0,-1,-1,0,0,0
21961,50000,2,3,2,28,3,2,2,7,7,7
21962,150000,2,2,2,27,-1,-1,-1,-1,0,0
21963,150000,2,1,2,27,-2,-2,-2,-1,0,0
21964,90000,2,2,2,27,-1,-1,0,0,0,0
21965,500000,2,1,2,28,0,0,0,0,0,0
21966,300000,2,2,2,28,0,0,0,0,0,0
